week_start,iso_year,iso_week,month,item_name,category,unit_price,total_units_sold,total_revenue,avg_daily_units,weekend_days_count,is_break_week,is_exam_week,is_enrollment_week,demand_label
1/15/2024,2024,3,1,Fried Chicken,Main Meal,60,217,13020,31,2,0,0,0,High Demand
1/15/2024,2024,3,1,Halo-Halo,Dessert,45,105,4725,15,2,0,0,0,High Demand
1/15/2024,2024,3,1,Iced Tea,Beverage,15,320,4800,45.714285714285715,2,0,0,0,High Demand
1/15/2024,2024,3,1,Instant Noodles,Snack,25,264,6600,37.714285714285715,2,0,0,0,High Demand
1/15/2024,2024,3,1,Lumpia Shanghai,Snack,35,160,5600,22.857142857142858,2,0,0,0,High Demand
1/15/2024,2024,3,1,Pork Sisig Rice,Main Meal,70,230,16100,32.857142857142854,2,0,0,0,High Demand
1/15/2024,2024,3,1,Siomai Rice,Snack,40,192,7680,27.428571428571427,2,0,0,0,High Demand
1/15/2024,2024,3,1,Soft Drinks,Beverage,20,203,4060,29,2,0,0,0,Low Demand
1/15/2024,2024,3,1,Spaghetti,Main Meal,50,169,8450,24.142857142857142,2,0,0,0,High Demand
1/15/2024,2024,3,1,Vegetable Meal,Main Meal,55,118,6490,16.857142857142858,2,0,0,0,High Demand
1/22/2024,2024,4,1,Banana Cue,Snack,15,134,2010,19.142857142857142,2,0,0,0,Low Demand
1/22/2024,2024,4,1,Beef Tapa Rice,Main Meal,75,170,12750,24.285714285714285,2,0,0,0,High Demand
1/22/2024,2024,4,1,Bottled Water,Beverage,15,159,2385,22.714285714285715,2,0,0,0,Low Demand
1/22/2024,2024,4,1,Buko Pandan,Dessert,40,67,2680,9.571428571428571,2,0,0,0,High Demand
1/22/2024,2024,4,1,Burger Steak,Main Meal,60,106,6360,15.142857142857142,2,0,0,0,Low Demand
1/22/2024,2024,4,1,Chicken Adobo Rice,Main Meal,65,265,17225,37.857142857142854,2,0,0,0,High Demand
1/22/2024,2024,4,1,Coffee (Hot/Iced),Beverage,25,215,5375,30.714285714285715,2,0,0,0,Low Demand
1/22/2024,2024,4,1,French Fries,Snack,30,107,3210,15.285714285714286,2,0,0,0,Low Demand
1/22/2024,2024,4,1,Fried Chicken,Main Meal,60,237,14220,33.857142857142854,2,0,0,0,High Demand
1/22/2024,2024,4,1,Halo-Halo,Dessert,45,86,3870,12.285714285714286,2,0,0,0,High Demand
1/22/2024,2024,4,1,Iced Tea,Beverage,15,298,4470,42.57142857142857,2,0,0,0,High Demand
1/22/2024,2024,4,1,Instant Noodles,Snack,25,243,6075,34.714285714285715,2,0,0,0,Low Demand
1/22/2024,2024,4,1,Lumpia Shanghai,Snack,35,170,5950,24.285714285714285,2,0,0,0,High Demand
1/22/2024,2024,4,1,Pork Sisig Rice,Main Meal,70,211,14770,30.142857142857142,2,0,0,0,High Demand
1/22/2024,2024,4,1,Siomai Rice,Snack,40,197,7880,28.142857142857142,2,0,0,0,High Demand
1/22/2024,2024,4,1,Soft Drinks,Beverage,20,198,3960,28.285714285714285,2,0,0,0,Low Demand
1/22/2024,2024,4,1,Spaghetti,Main Meal,50,130,6500,18.571428571428573,2,0,0,0,Low Demand
1/22/2024,2024,4,1,Vegetable Meal,Main Meal,55,115,6325,16.428571428571427,2,0,0,0,High Demand
1/29/2024,2024,5,1,Banana Cue,Snack,15,130,1950,18.571428571428573,2,0,0,0,Low Demand
1/29/2024,2024,5,1,Beef Tapa Rice,Main Meal,75,181,13575,25.857142857142858,2,0,0,0,High Demand
1/29/2024,2024,5,1,Bottled Water,Beverage,15,156,2340,22.285714285714285,2,0,0,0,Low Demand
1/29/2024,2024,5,1,Buko Pandan,Dessert,40,73,2920,10.428571428571429,2,0,0,0,High Demand
1/29/2024,2024,5,1,Burger Steak,Main Meal,60,144,8640,20.571428571428573,2,0,0,0,High Demand
1/29/2024,2024,5,1,Chicken Adobo Rice,Main Meal,65,218,14170,31.142857142857142,2,0,0,0,Low Demand
1/29/2024,2024,5,1,Coffee (Hot/Iced),Beverage,25,224,5600,32,2,0,0,0,Low Demand
1/29/2024,2024,5,1,French Fries,Snack,30,125,3750,17.857142857142858,2,0,0,0,High Demand
1/29/2024,2024,5,1,Fried Chicken,Main Meal,60,202,12120,28.857142857142858,2,0,0,0,Low Demand
1/29/2024,2024,5,1,Halo-Halo,Dessert,45,67,3015,9.571428571428571,2,0,0,0,Low Demand
1/29/2024,2024,5,1,Iced Tea,Beverage,15,252,3780,36,2,0,0,0,Low Demand
1/29/2024,2024,5,1,Instant Noodles,Snack,25,248,6200,35.42857142857143,2,0,0,0,Low Demand
1/29/2024,2024,5,1,Lumpia Shanghai,Snack,35,137,4795,19.571428571428573,2,0,0,0,Low Demand
1/29/2024,2024,5,1,Pork Sisig Rice,Main Meal,70,211,14770,30.142857142857142,2,0,0,0,High Demand
1/29/2024,2024,5,1,Siomai Rice,Snack,40,183,7320,26.142857142857142,2,0,0,0,Low Demand
1/29/2024,2024,5,1,Soft Drinks,Beverage,20,208,4160,29.714285714285715,2,0,0,0,High Demand
1/29/2024,2024,5,1,Spaghetti,Main Meal,50,139,6950,19.857142857142858,2,0,0,0,Low Demand
1/29/2024,2024,5,1,Vegetable Meal,Main Meal,55,99,5445,14.142857142857142,2,0,0,0,Low Demand
2/5/2024,2024,6,2,Banana Cue,Snack,15,152,2280,21.714285714285715,2,0,0,0,High Demand
2/5/2024,2024,6,2,Beef Tapa Rice,Main Meal,75,166,12450,23.714285714285715,2,0,0,0,Low Demand
2/5/2024,2024,6,2,Bottled Water,Beverage,15,163,2445,23.285714285714285,2,0,0,0,Low Demand
2/5/2024,2024,6,2,Buko Pandan,Dessert,40,61,2440,8.714285714285714,2,0,0,0,Low Demand
2/5/2024,2024,6,2,Burger Steak,Main Meal,60,133,7980,19,2,0,0,0,High Demand
2/5/2024,2024,6,2,Chicken Adobo Rice,Main Meal,65,223,14495,31.857142857142858,2,0,0,0,Low Demand
2/5/2024,2024,6,2,Coffee (Hot/Iced),Beverage,25,226,5650,32.285714285714285,2,0,0,0,Low Demand
2/5/2024,2024,6,2,French Fries,Snack,30,112,3360,16,2,0,0,0,Low Demand
2/5/2024,2024,6,2,Fried Chicken,Main Meal,60,230,13800,32.857142857142854,2,0,0,0,High Demand
2/5/2024,2024,6,2,Halo-Halo,Dessert,45,79,3555,11.285714285714286,2,0,0,0,Low Demand
2/5/2024,2024,6,2,Iced Tea,Beverage,15,280,4200,40,2,0,0,0,Low Demand
2/5/2024,2024,6,2,Instant Noodles,Snack,25,243,6075,34.714285714285715,2,0,0,0,Low Demand
2/5/2024,2024,6,2,Lumpia Shanghai,Snack,35,166,5810,23.714285714285715,2,0,0,0,High Demand
2/5/2024,2024,6,2,Pork Sisig Rice,Main Meal,70,182,12740,26,2,0,0,0,Low Demand
2/5/2024,2024,6,2,Siomai Rice,Snack,40,201,8040,28.714285714285715,2,0,0,0,High Demand
2/5/2024,2024,6,2,Soft Drinks,Beverage,20,201,4020,28.714285714285715,2,0,0,0,Low Demand
2/5/2024,2024,6,2,Spaghetti,Main Meal,50,140,7000,20,2,0,0,0,Low Demand
2/5/2024,2024,6,2,Vegetable Meal,Main Meal,55,107,5885,15.285714285714286,2,0,0,0,High Demand
2/12/2024,2024,7,2,Banana Cue,Snack,15,124,1860,17.714285714285715,2,0,0,0,Low Demand
2/12/2024,2024,7,2,Beef Tapa Rice,Main Meal,75,166,12450,23.714285714285715,2,0,0,0,Low Demand
2/12/2024,2024,7,2,Bottled Water,Beverage,15,179,2685,25.571428571428573,2,0,0,0,High Demand
2/12/2024,2024,7,2,Buko Pandan,Dessert,40,53,2120,7.571428571428571,2,0,0,0,Low Demand
2/12/2024,2024,7,2,Burger Steak,Main Meal,60,109,6540,15.571428571428571,2,0,0,0,Low Demand
2/12/2024,2024,7,2,Chicken Adobo Rice,Main Meal,65,254,16510,36.285714285714285,2,0,0,0,High Demand
2/12/2024,2024,7,2,Coffee (Hot/Iced),Beverage,25,239,5975,34.142857142857146,2,0,0,0,High Demand
2/12/2024,2024,7,2,French Fries,Snack,30,114,3420,16.285714285714285,2,0,0,0,Low Demand
2/12/2024,2024,7,2,Fried Chicken,Main Meal,60,224,13440,32,2,0,0,0,High Demand
2/12/2024,2024,7,2,Halo-Halo,Dessert,45,83,3735,11.857142857142858,2,0,0,0,Low Demand
2/12/2024,2024,7,2,Iced Tea,Beverage,15,278,4170,39.714285714285715,2,0,0,0,Low Demand
2/12/2024,2024,7,2,Instant Noodles,Snack,25,233,5825,33.285714285714285,2,0,0,0,Low Demand
2/12/2024,2024,7,2,Lumpia Shanghai,Snack,35,157,5495,22.428571428571427,2,0,0,0,High Demand
2/12/2024,2024,7,2,Pork Sisig Rice,Main Meal,70,198,13860,28.285714285714285,2,0,0,0,High Demand
2/12/2024,2024,7,2,Siomai Rice,Snack,40,177,7080,25.285714285714285,2,0,0,0,Low Demand
2/12/2024,2024,7,2,Soft Drinks,Beverage,20,214,4280,30.571428571428573,2,0,0,0,High Demand
2/12/2024,2024,7,2,Spaghetti,Main Meal,50,126,6300,18,2,0,0,0,Low Demand
2/12/2024,2024,7,2,Vegetable Meal,Main Meal,55,123,6765,17.571428571428573,2,0,0,0,High Demand
2/19/2024,2024,8,2,Banana Cue,Snack,15,148,2220,21.142857142857142,2,0,0,0,High Demand
2/19/2024,2024,8,2,Beef Tapa Rice,Main Meal,75,157,11775,22.428571428571427,2,0,0,0,Low Demand
2/19/2024,2024,8,2,Bottled Water,Beverage,15,198,2970,28.285714285714285,2,0,0,0,High Demand
2/19/2024,2024,8,2,Buko Pandan,Dessert,40,66,2640,9.428571428571429,2,0,0,0,Low Demand
2/19/2024,2024,8,2,Burger Steak,Main Meal,60,107,6420,15.285714285714286,2,0,0,0,Low Demand
2/19/2024,2024,8,2,Chicken Adobo Rice,Main Meal,65,240,15600,34.285714285714285,2,0,0,0,High Demand
2/19/2024,2024,8,2,Coffee (Hot/Iced),Beverage,25,226,5650,32.285714285714285,2,0,0,0,Low Demand
2/19/2024,2024,8,2,French Fries,Snack,30,112,3360,16,2,0,0,0,Low Demand
2/19/2024,2024,8,2,Fried Chicken,Main Meal,60,191,11460,27.285714285714285,2,0,0,0,Low Demand
2/19/2024,2024,8,2,Halo-Halo,Dessert,45,104,4680,14.857142857142858,2,0,0,0,High Demand
2/19/2024,2024,8,2,Iced Tea,Beverage,15,270,4050,38.57142857142857,2,0,0,0,Low Demand
2/19/2024,2024,8,2,Instant Noodles,Snack,25,266,6650,38,2,0,0,0,High Demand
2/19/2024,2024,8,2,Lumpia Shanghai,Snack,35,157,5495,22.428571428571427,2,0,0,0,High Demand
2/19/2024,2024,8,2,Pork Sisig Rice,Main Meal,70,217,15190,31,2,0,0,0,High Demand
2/19/2024,2024,8,2,Siomai Rice,Snack,40,175,7000,25,2,0,0,0,Low Demand
2/19/2024,2024,8,2,Soft Drinks,Beverage,20,208,4160,29.714285714285715,2,0,0,0,High Demand
2/19/2024,2024,8,2,Spaghetti,Main Meal,50,136,6800,19.428571428571427,2,0,0,0,Low Demand
2/19/2024,2024,8,2,Vegetable Meal,Main Meal,55,106,5830,15.142857142857142,2,0,0,0,High Demand
2/26/2024,2024,9,2,Banana Cue,Snack,15,133,1995,19,2,0,0,0,Low Demand
2/26/2024,2024,9,2,Beef Tapa Rice,Main Meal,75,181,13575,25.857142857142858,2,0,0,0,High Demand
2/26/2024,2024,9,2,Bottled Water,Beverage,15,161,2415,23,2,0,0,0,Low Demand
2/26/2024,2024,9,2,Buko Pandan,Dessert,40,59,2360,8.428571428571429,2,0,0,0,Low Demand
2/26/2024,2024,9,2,Burger Steak,Main Meal,60,127,7620,18.142857142857142,2,0,0,0,High Demand
2/26/2024,2024,9,2,Chicken Adobo Rice,Main Meal,65,254,16510,36.285714285714285,2,0,0,0,High Demand
2/26/2024,2024,9,2,Coffee (Hot/Iced),Beverage,25,254,6350,36.285714285714285,2,0,0,0,High Demand
2/26/2024,2024,9,2,French Fries,Snack,30,120,3600,17.142857142857142,2,0,0,0,High Demand
2/26/2024,2024,9,2,Fried Chicken,Main Meal,60,197,11820,28.142857142857142,2,0,0,0,Low Demand
2/26/2024,2024,9,2,Halo-Halo,Dessert,45,83,3735,11.857142857142858,2,0,0,0,Low Demand
2/26/2024,2024,9,2,Iced Tea,Beverage,15,269,4035,38.42857142857143,2,0,0,0,Low Demand
2/26/2024,2024,9,2,Instant Noodles,Snack,25,261,6525,37.285714285714285,2,0,0,0,High Demand
2/26/2024,2024,9,2,Lumpia Shanghai,Snack,35,152,5320,21.714285714285715,2,0,0,0,Low Demand
2/26/2024,2024,9,2,Pork Sisig Rice,Main Meal,70,194,13580,27.714285714285715,2,0,0,0,Low Demand
2/26/2024,2024,9,2,Siomai Rice,Snack,40,182,7280,26,2,0,0,0,Low Demand
2/26/2024,2024,9,2,Soft Drinks,Beverage,20,223,4460,31.857142857142858,2,0,0,0,High Demand
2/26/2024,2024,9,2,Spaghetti,Main Meal,50,135,6750,19.285714285714285,2,0,0,0,Low Demand
2/26/2024,2024,9,2,Vegetable Meal,Main Meal,55,93,5115,13.285714285714286,2,0,0,0,Low Demand
3/4/2024,2024,10,3,Banana Cue,Snack,15,125,1875,17.857142857142858,2,0,1,0,Low Demand
3/4/2024,2024,10,3,Beef Tapa Rice,Main Meal,75,149,11175,21.285714285714285,2,0,1,0,Low Demand
3/4/2024,2024,10,3,Bottled Water,Beverage,15,163,2445,23.285714285714285,2,0,1,0,Low Demand
3/4/2024,2024,10,3,Buko Pandan,Dessert,40,71,2840,10.142857142857142,2,0,1,0,High Demand
3/4/2024,2024,10,3,Burger Steak,Main Meal,60,96,5760,13.714285714285714,2,0,1,0,Low Demand
3/4/2024,2024,10,3,Chicken Adobo Rice,Main Meal,65,214,13910,30.571428571428573,2,0,1,0,Low Demand
3/4/2024,2024,10,3,Coffee (Hot/Iced),Beverage,25,250,6250,35.714285714285715,2,0,1,0,High Demand
3/4/2024,2024,10,3,French Fries,Snack,30,110,3300,15.714285714285714,2,0,1,0,Low Demand
3/4/2024,2024,10,3,Fried Chicken,Main Meal,60,209,12540,29.857142857142858,2,0,1,0,Low Demand
3/4/2024,2024,10,3,Halo-Halo,Dessert,45,86,3870,12.285714285714286,2,0,1,0,High Demand
3/4/2024,2024,10,3,Iced Tea,Beverage,15,275,4125,39.285714285714285,2,0,1,0,Low Demand
3/4/2024,2024,10,3,Instant Noodles,Snack,25,238,5950,34,2,0,1,0,Low Demand
3/4/2024,2024,10,3,Lumpia Shanghai,Snack,35,161,5635,23,2,0,1,0,High Demand
3/4/2024,2024,10,3,Pork Sisig Rice,Main Meal,70,188,13160,26.857142857142858,2,0,1,0,Low Demand
3/4/2024,2024,10,3,Siomai Rice,Snack,40,164,6560,23.428571428571427,2,0,1,0,Low Demand
3/4/2024,2024,10,3,Soft Drinks,Beverage,20,199,3980,28.428571428571427,2,0,1,0,Low Demand
3/4/2024,2024,10,3,Spaghetti,Main Meal,50,144,7200,20.571428571428573,2,0,1,0,High Demand
3/4/2024,2024,10,3,Vegetable Meal,Main Meal,55,107,5885,15.285714285714286,2,0,1,0,High Demand
3/11/2024,2024,11,3,Banana Cue,Snack,15,167,2505,23.857142857142858,2,0,1,0,High Demand
3/11/2024,2024,11,3,Beef Tapa Rice,Main Meal,75,146,10950,20.857142857142858,2,0,1,0,Low Demand
3/11/2024,2024,11,3,Bottled Water,Beverage,15,224,3360,32,2,0,1,0,High Demand
3/11/2024,2024,11,3,Buko Pandan,Dessert,40,66,2640,9.428571428571429,2,0,1,0,Low Demand
3/11/2024,2024,11,3,Burger Steak,Main Meal,60,129,7740,18.428571428571427,2,0,1,0,High Demand
3/11/2024,2024,11,3,Chicken Adobo Rice,Main Meal,65,227,14755,32.42857142857143,2,0,1,0,Low Demand
3/11/2024,2024,11,3,Coffee (Hot/Iced),Beverage,25,245,6125,35,2,0,1,0,High Demand
3/11/2024,2024,11,3,French Fries,Snack,30,111,3330,15.857142857142858,2,0,1,0,Low Demand
3/11/2024,2024,11,3,Fried Chicken,Main Meal,60,207,12420,29.571428571428573,2,0,1,0,Low Demand
3/11/2024,2024,11,3,Halo-Halo,Dessert,45,76,3420,10.857142857142858,2,0,1,0,Low Demand
3/11/2024,2024,11,3,Iced Tea,Beverage,15,340,5100,48.57142857142857,2,0,1,0,High Demand
3/11/2024,2024,11,3,Instant Noodles,Snack,25,306,7650,43.714285714285715,2,0,1,0,High Demand
3/11/2024,2024,11,3,Lumpia Shanghai,Snack,35,194,6790,27.714285714285715,2,0,1,0,High Demand
3/11/2024,2024,11,3,Pork Sisig Rice,Main Meal,70,192,13440,27.428571428571427,2,0,1,0,Low Demand
3/11/2024,2024,11,3,Siomai Rice,Snack,40,211,8440,30.142857142857142,2,0,1,0,High Demand
3/11/2024,2024,11,3,Soft Drinks,Beverage,20,254,5080,36.285714285714285,2,0,1,0,High Demand
3/11/2024,2024,11,3,Spaghetti,Main Meal,50,137,6850,19.571428571428573,2,0,1,0,Low Demand
3/11/2024,2024,11,3,Vegetable Meal,Main Meal,55,87,4785,12.428571428571429,2,0,1,0,Low Demand
3/18/2024,2024,12,3,Banana Cue,Snack,15,138,2070,19.714285714285715,2,0,0,0,High Demand
3/18/2024,2024,12,3,Beef Tapa Rice,Main Meal,75,176,13200,25.142857142857142,2,0,0,0,High Demand
3/18/2024,2024,12,3,Bottled Water,Beverage,15,177,2655,25.285714285714285,2,0,0,0,High Demand
3/18/2024,2024,12,3,Buko Pandan,Dessert,40,55,2200,7.857142857142857,2,0,0,0,Low Demand
3/18/2024,2024,12,3,Burger Steak,Main Meal,60,124,7440,17.714285714285715,2,0,0,0,High Demand
3/18/2024,2024,12,3,Chicken Adobo Rice,Main Meal,65,251,16315,35.857142857142854,2,0,0,0,High Demand
3/18/2024,2024,12,3,Coffee (Hot/Iced),Beverage,25,233,5825,33.285714285714285,2,0,0,0,High Demand
3/18/2024,2024,12,3,French Fries,Snack,30,94,2820,13.428571428571429,2,0,0,0,Low Demand
3/18/2024,2024,12,3,Fried Chicken,Main Meal,60,208,12480,29.714285714285715,2,0,0,0,Low Demand
3/18/2024,2024,12,3,Halo-Halo,Dessert,45,90,4050,12.857142857142858,2,0,0,0,High Demand
3/18/2024,2024,12,3,Iced Tea,Beverage,15,277,4155,39.57142857142857,2,0,0,0,Low Demand
3/18/2024,2024,12,3,Instant Noodles,Snack,25,265,6625,37.857142857142854,2,0,0,0,High Demand
3/18/2024,2024,12,3,Lumpia Shanghai,Snack,35,156,5460,22.285714285714285,2,0,0,0,High Demand
3/18/2024,2024,12,3,Pork Sisig Rice,Main Meal,70,192,13440,27.428571428571427,2,0,0,0,Low Demand
3/18/2024,2024,12,3,Siomai Rice,Snack,40,183,7320,26.142857142857142,2,0,0,0,Low Demand
3/18/2024,2024,12,3,Soft Drinks,Beverage,20,186,3720,26.571428571428573,2,0,0,0,Low Demand
3/18/2024,2024,12,3,Spaghetti,Main Meal,50,136,6800,19.428571428571427,2,0,0,0,Low Demand
3/18/2024,2024,12,3,Vegetable Meal,Main Meal,55,94,5170,13.428571428571429,2,0,0,0,Low Demand
3/25/2024,2024,13,3,Banana Cue,Snack,15,137,2055,19.571428571428573,2,0,0,0,High Demand
3/25/2024,2024,13,3,Beef Tapa Rice,Main Meal,75,150,11250,21.428571428571427,2,0,0,0,Low Demand
3/25/2024,2024,13,3,Bottled Water,Beverage,15,165,2475,23.571428571428573,2,0,0,0,Low Demand
3/25/2024,2024,13,3,Buko Pandan,Dessert,40,73,2920,10.428571428571429,2,0,0,0,High Demand
3/25/2024,2024,13,3,Burger Steak,Main Meal,60,138,8280,19.714285714285715,2,0,0,0,High Demand
3/25/2024,2024,13,3,Chicken Adobo Rice,Main Meal,65,214,13910,30.571428571428573,2,0,0,0,Low Demand
3/25/2024,2024,13,3,Coffee (Hot/Iced),Beverage,25,222,5550,31.714285714285715,2,0,0,0,Low Demand
3/25/2024,2024,13,3,French Fries,Snack,30,115,3450,16.428571428571427,2,0,0,0,High Demand
3/25/2024,2024,13,3,Fried Chicken,Main Meal,60,218,13080,31.142857142857142,2,0,0,0,High Demand
3/25/2024,2024,13,3,Halo-Halo,Dessert,45,74,3330,10.571428571428571,2,0,0,0,Low Demand
3/25/2024,2024,13,3,Iced Tea,Beverage,15,269,4035,38.42857142857143,2,0,0,0,Low Demand
3/25/2024,2024,13,3,Instant Noodles,Snack,25,224,5600,32,2,0,0,0,Low Demand
3/25/2024,2024,13,3,Lumpia Shanghai,Snack,35,156,5460,22.285714285714285,2,0,0,0,High Demand
3/25/2024,2024,13,3,Pork Sisig Rice,Main Meal,70,169,11830,24.142857142857142,2,0,0,0,Low Demand
3/25/2024,2024,13,3,Siomai Rice,Snack,40,158,6320,22.571428571428573,2,0,0,0,Low Demand
3/25/2024,2024,13,3,Soft Drinks,Beverage,20,183,3660,26.142857142857142,2,0,0,0,Low Demand
3/25/2024,2024,13,3,Spaghetti,Main Meal,50,144,7200,20.571428571428573,2,0,0,0,High Demand
3/25/2024,2024,13,3,Vegetable Meal,Main Meal,55,104,5720,14.857142857142858,2,0,0,0,High Demand
4/1/2024,2024,14,4,Banana Cue,Snack,15,142,2130,20.285714285714285,2,0,0,0,High Demand
4/1/2024,2024,14,4,Beef Tapa Rice,Main Meal,75,154,11550,22,2,0,0,0,Low Demand
4/1/2024,2024,14,4,Bottled Water,Beverage,15,156,2340,22.285714285714285,2,0,0,0,Low Demand
4/1/2024,2024,14,4,Buko Pandan,Dessert,40,56,2240,8,2,0,0,0,Low Demand
4/1/2024,2024,14,4,Burger Steak,Main Meal,60,133,7980,19,2,0,0,0,High Demand
4/1/2024,2024,14,4,Chicken Adobo Rice,Main Meal,65,239,15535,34.142857142857146,2,0,0,0,High Demand
4/1/2024,2024,14,4,Coffee (Hot/Iced),Beverage,25,240,6000,34.285714285714285,2,0,0,0,High Demand
4/1/2024,2024,14,4,French Fries,Snack,30,101,3030,14.428571428571429,2,0,0,0,Low Demand
4/1/2024,2024,14,4,Fried Chicken,Main Meal,60,231,13860,33,2,0,0,0,High Demand
4/1/2024,2024,14,4,Halo-Halo,Dessert,45,79,3555,11.285714285714286,2,0,0,0,Low Demand
4/1/2024,2024,14,4,Iced Tea,Beverage,15,279,4185,39.857142857142854,2,0,0,0,Low Demand
4/1/2024,2024,14,4,Instant Noodles,Snack,25,258,6450,36.857142857142854,2,0,0,0,High Demand
4/1/2024,2024,14,4,Lumpia Shanghai,Snack,35,146,5110,20.857142857142858,2,0,0,0,Low Demand
4/1/2024,2024,14,4,Pork Sisig Rice,Main Meal,70,195,13650,27.857142857142858,2,0,0,0,Low Demand
4/1/2024,2024,14,4,Siomai Rice,Snack,40,187,7480,26.714285714285715,2,0,0,0,Low Demand
